packet_id,coder_id,qtype,HL1,HL2,HL3,EQ1,notes
996C2F10,CoderA,MCQ,,,,,
996C2F10,CoderB,MCQ,,,,,
0039AAD6,CoderA,MCQ,,,,,
0039AAD6,CoderB,MCQ,,,,,
B952E666,CoderA,MCQ,,,,,
B952E666,CoderB,MCQ,,,,,
001F149F,CoderA,MCQ,,,,,
001F149F,CoderB,MCQ,,,,,
8E47A6FB,CoderA,MCQ,,,,,
8E47A6FB,CoderB,MCQ,,,,,
F2F5CED6,CoderA,MCQ,,,,,
F2F5CED6,CoderB,MCQ,,,,,
15B2168F,CoderA,MCQ,,,,,
15B2168F,CoderB,MCQ,,,,,
8F330DE3,CoderA,MCQ,,,,,
8F330DE3,CoderB,MCQ,,,,,
44436A35,CoderA,MCQ,,,,,
44436A35,CoderB,MCQ,,,,,
810AB18A,CoderA,MCQ,,,,,
810AB18A,CoderB,MCQ,,,,,
93C19917,CoderA,MCQ,,,,,
93C19917,CoderB,MCQ,,,,,
03D028FE,CoderA,MCQ,,,,,
03D028FE,CoderB,MCQ,,,,,
84851F35,CoderA,MCQ,,,,,
84851F35,CoderB,MCQ,,,,,
B34F6001,CoderA,MCQ,,,,,
B34F6001,CoderB,MCQ,,,,,
4C6370D6,CoderA,MCQ,,,,,
4C6370D6,CoderB,MCQ,,,,,
8BD8B2B6,CoderA,MCQ,,,,,
8BD8B2B6,CoderB,MCQ,,,,,
3C3BA406,CoderA,MCQ,,,,,
3C3BA406,CoderB,MCQ,,,,,
2F6843CC,CoderA,MCQ,,,,,
2F6843CC,CoderB,MCQ,,,,,
3CB9F81B,CoderA,SA,,,,,
3CB9F81B,CoderB,SA,,,,,
BFE57493,CoderA,SA,,,,,
BFE57493,CoderB,SA,,,,,
33D40113,CoderA,SA,,,,,
33D40113,CoderB,SA,,,,,
ACBDEC8C,CoderA,SA,,,,,
ACBDEC8C,CoderB,SA,,,,,
7BC8A9B9,CoderA,SA,,,,,
7BC8A9B9,CoderB,SA,,,,,
C1EC6BE6,CoderA,SA,,,,,
C1EC6BE6,CoderB,SA,,,,,
42D3E20F,CoderA,SA,,,,,
42D3E20F,CoderB,SA,,,,,
6E4A0A20,CoderA,SA,,,,,
6E4A0A20,CoderB,SA,,,,,
A27CAF3A,CoderA,SA,,,,,
A27CAF3A,CoderB,SA,,,,,
3F013F65,CoderA,SA,,,,,
3F013F65,CoderB,SA,,,,,
452DD698,CoderA,SA,,,,,
452DD698,CoderB,SA,,,,,
3DDB235D,CoderA,SA,,,,,
3DDB235D,CoderB,SA,,,,,
E9B84B28,CoderA,SA,,,,,
E9B84B28,CoderB,SA,,,,,
55CFDAB8,CoderA,SA,,,,,
55CFDAB8,CoderB,SA,,,,,
94AF9832,CoderA,SA,,,,,
94AF9832,CoderB,SA,,,,,
5CA06077,CoderA,SA,,,,,
5CA06077,CoderB,SA,,,,,
A1EFC151,CoderA,SA,,,,,
A1EFC151,CoderB,SA,,,,,
3E5D8FED,CoderA,SA,,,,,
3E5D8FED,CoderB,SA,,,,,
F65E63FF,CoderA,SA,,,,,
F65E63FF,CoderB,SA,,,,,
365399B2,CoderA,SA,,,,,
365399B2,CoderB,SA,,,,,
B71599C6,CoderA,TF,,,,,
B71599C6,CoderB,TF,,,,,
C4EF4933,CoderA,TF,,,,,
C4EF4933,CoderB,TF,,,,,
18255B0C,CoderA,TF,,,,,
18255B0C,CoderB,TF,,,,,
B57B0871,CoderA,TF,,,,,
B57B0871,CoderB,TF,,,,,
3E695849,CoderA,TF,,,,,
3E695849,CoderB,TF,,,,,
6DC68BEA,CoderA,TF,,,,,
6DC68BEA,CoderB,TF,,,,,
DAB5D99C,CoderA,TF,,,,,
DAB5D99C,CoderB,TF,,,,,
9EA8A45D,CoderA,TF,,,,,
9EA8A45D,CoderB,TF,,,,,
A4CAFC15,CoderA,TF,,,,,
A4CAFC15,CoderB,TF,,,,,
CA5699A6,CoderA,TF,,,,,
CA5699A6,CoderB,TF,,,,,
DADFDCC2,CoderA,TF,,,,,
DADFDCC2,CoderB,TF,,,,,
3F8F393D,CoderA,TF,,,,,
3F8F393D,CoderB,TF,,,,,
3419CF8D,CoderA,TF,,,,,
3419CF8D,CoderB,TF,,,,,
09DB6582,CoderA,TF,,,,,
09DB6582,CoderB,TF,,,,,
DF1CE73F,CoderA,TF,,,,,
DF1CE73F,CoderB,TF,,,,,
E4BCE545,CoderA,TF,,,,,
E4BCE545,CoderB,TF,,,,,
66192338,CoderA,TF,,,,,
66192338,CoderB,TF,,,,,
1F64F530,CoderA,TF,,,,,
1F64F530,CoderB,TF,,,,,
63189E7F,CoderA,TF,,,,,
63189E7F,CoderB,TF,,,,,
11374E63,CoderA,TF,,,,,
11374E63,CoderB,TF,,,,,
9ECF3F96,CoderA,Fill,,,,,
9ECF3F96,CoderB,Fill,,,,,
B3B4F0CF,CoderA,Fill,,,,,
B3B4F0CF,CoderB,Fill,,,,,
0384099F,CoderA,Fill,,,,,
0384099F,CoderB,Fill,,,,,
1B32B384,CoderA,Fill,,,,,
1B32B384,CoderB,Fill,,,,,
7B738C75,CoderA,Fill,,,,,
7B738C75,CoderB,Fill,,,,,
BAA083ED,CoderA,Fill,,,,,
BAA083ED,CoderB,Fill,,,,,
DC4D4981,CoderA,Fill,,,,,
DC4D4981,CoderB,Fill,,,,,
0FCFD676,CoderA,Fill,,,,,
0FCFD676,CoderB,Fill,,,,,
705A9C70,CoderA,Fill,,,,,
705A9C70,CoderB,Fill,,,,,
54DE1B11,CoderA,Fill,,,,,
54DE1B11,CoderB,Fill,,,,,
47A69ABC,CoderA,Fill,,,,,
47A69ABC,CoderB,Fill,,,,,
22215713,CoderA,Fill,,,,,
22215713,CoderB,Fill,,,,,
00690C3B,CoderA,Fill,,,,,
00690C3B,CoderB,Fill,,,,,
3477B66C,CoderA,Fill,,,,,
3477B66C,CoderB,Fill,,,,,
434A003C,CoderA,Fill,,,,,
434A003C,CoderB,Fill,,,,,
C25FC856,CoderA,Fill,,,,,
C25FC856,CoderB,Fill,,,,,
15E59996,CoderA,Fill,,,,,
15E59996,CoderB,Fill,,,,,
547E034E,CoderA,Fill,,,,,
547E034E,CoderB,Fill,,,,,
6EDB73FB,CoderA,Fill,,,,,
6EDB73FB,CoderB,Fill,,,,,
E283E903,CoderA,Fill,,,,,
E283E903,CoderB,Fill,,,,,
7CD44B13,CoderA,MCQ,,,,,
7CD44B13,CoderB,MCQ,,,,,
D1A83197,CoderA,MCQ,,,,,
D1A83197,CoderB,MCQ,,,,,
3090B4BA,CoderA,MCQ,,,,,
3090B4BA,CoderB,MCQ,,,,,
B6D5F669,CoderA,MCQ,,,,,
B6D5F669,CoderB,MCQ,,,,,
58DC7707,CoderA,MCQ,,,,,
58DC7707,CoderB,MCQ,,,,,
A3695946,CoderA,MCQ,,,,,
A3695946,CoderB,MCQ,,,,,
FAC0C45C,CoderA,MCQ,,,,,
FAC0C45C,CoderB,MCQ,,,,,
2E2DE2BC,CoderA,MCQ,,,,,
2E2DE2BC,CoderB,MCQ,,,,,
B1DBBFEB,CoderA,MCQ,,,,,
B1DBBFEB,CoderB,MCQ,,,,,
AA57D6EC,CoderA,MCQ,,,,,
AA57D6EC,CoderB,MCQ,,,,,
D44240E3,CoderA,MCQ,,,,,
D44240E3,CoderB,MCQ,,,,,
C21D364C,CoderA,MCQ,,,,,
C21D364C,CoderB,MCQ,,,,,
0B1D3873,CoderA,MCQ,,,,,
0B1D3873,CoderB,MCQ,,,,,
A2FE61A7,CoderA,MCQ,,,,,
A2FE61A7,CoderB,MCQ,,,,,
8B26D419,CoderA,MCQ,,,,,
8B26D419,CoderB,MCQ,,,,,
01D8BD16,CoderA,MCQ,,,,,
01D8BD16,CoderB,MCQ,,,,,
C22BFAF2,CoderA,MCQ,,,,,
C22BFAF2,CoderB,MCQ,,,,,
51D20BDF,CoderA,MCQ,,,,,
51D20BDF,CoderB,MCQ,,,,,
F04502C7,CoderA,MCQ,,,,,
F04502C7,CoderB,MCQ,,,,,
2207D853,CoderA,MCQ,,,,,
2207D853,CoderB,MCQ,,,,,
D5BEC2BA,CoderA,SA,,,,,
D5BEC2BA,CoderB,SA,,,,,
20AF1122,CoderA,SA,,,,,
20AF1122,CoderB,SA,,,,,
32700492,CoderA,SA,,,,,
32700492,CoderB,SA,,,,,
E8087171,CoderA,SA,,,,,
E8087171,CoderB,SA,,,,,
38ECDDB2,CoderA,SA,,,,,
38ECDDB2,CoderB,SA,,,,,
BE753873,CoderA,SA,,,,,
BE753873,CoderB,SA,,,,,
6853CDAF,CoderA,SA,,,,,
6853CDAF,CoderB,SA,,,,,
43C78799,CoderA,SA,,,,,
43C78799,CoderB,SA,,,,,
3EBE3B45,CoderA,SA,,,,,
3EBE3B45,CoderB,SA,,,,,
DC4C793A,CoderA,SA,,,,,
DC4C793A,CoderB,SA,,,,,
044B8300,CoderA,SA,,,,,
044B8300,CoderB,SA,,,,,
8DBC237E,CoderA,SA,,,,,
8DBC237E,CoderB,SA,,,,,
278E2848,CoderA,SA,,,,,
278E2848,CoderB,SA,,,,,
3592A0D4,CoderA,SA,,,,,
3592A0D4,CoderB,SA,,,,,
80E01945,CoderA,SA,,,,,
80E01945,CoderB,SA,,,,,
F4284066,CoderA,SA,,,,,
F4284066,CoderB,SA,,,,,
1720D4C2,CoderA,SA,,,,,
1720D4C2,CoderB,SA,,,,,
73CF2E3B,CoderA,SA,,,,,
73CF2E3B,CoderB,SA,,,,,
9557D832,CoderA,SA,,,,,
9557D832,CoderB,SA,,,,,
A8BD94A2,CoderA,SA,,,,,
A8BD94A2,CoderB,SA,,,,,
C376A7FE,CoderA,TF,,,,,
C376A7FE,CoderB,TF,,,,,
869A8E1D,CoderA,TF,,,,,
869A8E1D,CoderB,TF,,,,,
692E4F41,CoderA,TF,,,,,
692E4F41,CoderB,TF,,,,,
840A6BFC,CoderA,TF,,,,,
840A6BFC,CoderB,TF,,,,,
F901BAA6,CoderA,TF,,,,,
F901BAA6,CoderB,TF,,,,,
63D170A4,CoderA,TF,,,,,
63D170A4,CoderB,TF,,,,,
210E8ABE,CoderA,TF,,,,,
210E8ABE,CoderB,TF,,,,,
266EA144,CoderA,TF,,,,,
266EA144,CoderB,TF,,,,,
5224424D,CoderA,TF,,,,,
5224424D,CoderB,TF,,,,,
636D915C,CoderA,TF,,,,,
636D915C,CoderB,TF,,,,,
28101D48,CoderA,TF,,,,,
28101D48,CoderB,TF,,,,,
327DCBBD,CoderA,TF,,,,,
327DCBBD,CoderB,TF,,,,,
846DA4AC,CoderA,TF,,,,,
846DA4AC,CoderB,TF,,,,,
4B5B7451,CoderA,TF,,,,,
4B5B7451,CoderB,TF,,,,,
2A46A73D,CoderA,TF,,,,,
2A46A73D,CoderB,TF,,,,,
5FC25743,CoderA,TF,,,,,
5FC25743,CoderB,TF,,,,,
A531D6D0,CoderA,TF,,,,,
A531D6D0,CoderB,TF,,,,,
749D6B0D,CoderA,TF,,,,,
749D6B0D,CoderB,TF,,,,,
54D7FD17,CoderA,TF,,,,,
54D7FD17,CoderB,TF,,,,,
89B98124,CoderA,TF,,,,,
89B98124,CoderB,TF,,,,,
