scenario_id,condition,seed,phase,model_id,prompt_version,generated_at,n_tutor_turns,n_learner_turns,exclusion_flag,exclusion_code,exclusion_reason,total_input_tokens,total_output_tokens,json_path,mock
SC_1685,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.119402,9,9,False,,,249,240,outputs/pilot/C4/SC_1685_17.json,True
SC_1685,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.119752,9,9,False,,,249,240,outputs/pilot/C4/SC_1685_42.json,True
SC_1704,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.121910,4,4,False,,,145,101,outputs/pilot/C4/SC_1704_17.json,True
SC_1704,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.122136,4,4,False,,,145,101,outputs/pilot/C4/SC_1704_42.json,True
SC_1729,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.124734,8,8,False,,,216,190,outputs/pilot/C4/SC_1729_17.json,True
SC_1729,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.125054,8,8,False,,,216,190,outputs/pilot/C4/SC_1729_42.json,True
SC_1866,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.127640,7,7,False,,,293,176,outputs/pilot/C4/SC_1866_17.json,True
SC_1866,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.128125,7,7,False,,,293,176,outputs/pilot/C4/SC_1866_42.json,True
SC_1883,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.130531,5,5,False,,,186,128,outputs/pilot/C4/SC_1883_17.json,True
SC_1883,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.130856,5,5,False,,,186,128,outputs/pilot/C4/SC_1883_42.json,True
SC_1902,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.133543,6,6,False,,,199,183,outputs/pilot/C4/SC_1902_17.json,True
SC_1902,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.133888,6,6,False,,,199,183,outputs/pilot/C4/SC_1902_42.json,True
SC_1916,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.136851,9,9,False,,,247,216,outputs/pilot/C4/SC_1916_17.json,True
SC_1916,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.137175,9,9,False,,,247,216,outputs/pilot/C4/SC_1916_42.json,True
SC_1952,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.140458,11,11,False,,,377,258,outputs/pilot/C4/SC_1952_17.json,True
SC_1952,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.140826,11,11,False,,,377,258,outputs/pilot/C4/SC_1952_42.json,True
SC_1956,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.144994,10,10,False,,,315,278,outputs/pilot/C4/SC_1956_17.json,True
SC_1956,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.145809,10,10,False,,,315,278,outputs/pilot/C4/SC_1956_42.json,True
SC_2047,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.149068,11,11,False,,,357,288,outputs/pilot/C4/SC_2047_17.json,True
SC_2047,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.149470,11,11,False,,,357,288,outputs/pilot/C4/SC_2047_42.json,True
SC_2061,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.152289,5,5,False,,,174,108,outputs/pilot/C4/SC_2061_17.json,True
SC_2061,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.152521,5,5,False,,,174,108,outputs/pilot/C4/SC_2061_42.json,True
SC_2076,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.154698,6,6,False,,,183,143,outputs/pilot/C4/SC_2076_17.json,True
SC_2076,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.154961,6,6,False,,,183,143,outputs/pilot/C4/SC_2076_42.json,True
SC_2162,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.158977,10,10,False,,,349,305,outputs/pilot/C4/SC_2162_17.json,True
SC_2162,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.159363,10,10,False,,,349,305,outputs/pilot/C4/SC_2162_42.json,True
SC_2241,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.164376,14,14,False,,,465,359,outputs/pilot/C4/SC_2241_17.json,True
SC_2241,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.164975,14,14,False,,,465,359,outputs/pilot/C4/SC_2241_42.json,True
SC_2242,C4,17,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.169230,9,9,False,,,305,248,outputs/pilot/C4/SC_2242_17.json,True
SC_2242,C4,42,pilot,mock-model-v1,v1.0-mock,2026-05-15T08:20:00.169629,9,9,False,,,305,248,outputs/pilot/C4/SC_2242_42.json,True
SC_0009,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.938079,11,11,False,,,4571,356,outputs/main/C1/SC_0009_17.json,True
SC_0009,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.938941,11,11,False,,,4571,356,outputs/main/C1/SC_0009_42.json,True
SC_0009,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.939533,11,11,False,,,4571,356,outputs/main/C1/SC_0009_91.json,True
SC_0014,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.945257,5,5,False,,,1861,176,outputs/main/C1/SC_0014_17.json,True
SC_0014,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.945611,5,5,False,,,1861,176,outputs/main/C1/SC_0014_42.json,True
SC_0014,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.946251,5,5,False,,,1861,176,outputs/main/C1/SC_0014_91.json,True
SC_0040,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.950086,12,12,False,,,4343,385,outputs/main/C1/SC_0040_17.json,True
SC_0040,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.950784,12,12,False,,,4343,385,outputs/main/C1/SC_0040_42.json,True
SC_0040,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.951407,12,12,False,,,4343,385,outputs/main/C1/SC_0040_91.json,True
SC_0046,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.956583,8,8,False,,,2729,243,outputs/main/C1/SC_0046_17.json,True
SC_0046,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.957027,8,8,False,,,2729,243,outputs/main/C1/SC_0046_42.json,True
SC_0046,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.957583,8,8,False,,,2729,243,outputs/main/C1/SC_0046_91.json,True
SC_0072,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.962776,5,5,False,,,2165,176,outputs/main/C1/SC_0072_17.json,True
SC_0072,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.963197,5,5,False,,,2165,176,outputs/main/C1/SC_0072_42.json,True
SC_0072,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.963577,5,5,False,,,2165,176,outputs/main/C1/SC_0072_91.json,True
SC_0097,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.967246,14,14,False,,,4797,414,outputs/main/C1/SC_0097_17.json,True
SC_0097,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.967852,14,14,False,,,4797,414,outputs/main/C1/SC_0097_42.json,True
SC_0097,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.968431,14,14,False,,,4797,414,outputs/main/C1/SC_0097_91.json,True
SC_0123,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.973731,8,8,False,,,2705,242,outputs/main/C1/SC_0123_17.json,True
SC_0123,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.974163,8,8,False,,,2705,242,outputs/main/C1/SC_0123_42.json,True
SC_0123,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.974750,8,8,False,,,2705,242,outputs/main/C1/SC_0123_91.json,True
SC_0132,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.978547,8,8,False,,,3151,247,outputs/main/C1/SC_0132_17.json,True
SC_0132,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.979000,8,8,False,,,3151,247,outputs/main/C1/SC_0132_42.json,True
SC_0132,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.979458,8,8,False,,,3151,247,outputs/main/C1/SC_0132_91.json,True
SC_0157,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.983435,5,5,False,,,1887,176,outputs/main/C1/SC_0157_17.json,True
SC_0157,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.983793,5,5,False,,,1887,176,outputs/main/C1/SC_0157_42.json,True
SC_0157,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.984126,5,5,False,,,1887,176,outputs/main/C1/SC_0157_91.json,True
SC_0192,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.986914,7,7,False,,,2602,239,outputs/main/C1/SC_0192_17.json,True
SC_0192,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.987323,7,7,False,,,2602,239,outputs/main/C1/SC_0192_42.json,True
SC_0192,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.987714,7,7,False,,,2602,239,outputs/main/C1/SC_0192_91.json,True
SC_0195,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.990913,4,4,False,,,1741,148,outputs/main/C1/SC_0195_17.json,True
SC_0195,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.991591,4,4,False,,,1741,148,outputs/main/C1/SC_0195_42.json,True
SC_0195,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.991995,4,4,False,,,1741,148,outputs/main/C1/SC_0195_91.json,True
SC_0222,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.995156,17,17,False,,,6274,537,outputs/main/C1/SC_0222_17.json,True
SC_0222,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.996130,17,17,False,,,6274,537,outputs/main/C1/SC_0222_42.json,True
SC_0222,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:06.996942,17,17,False,,,6274,537,outputs/main/C1/SC_0222_91.json,True
SC_0243,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.003156,11,11,False,,,4125,356,outputs/main/C1/SC_0243_17.json,True
SC_0243,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.003706,11,11,False,,,4125,356,outputs/main/C1/SC_0243_42.json,True
SC_0243,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.004235,11,11,False,,,4125,356,outputs/main/C1/SC_0243_91.json,True
SC_0265,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.009282,9,9,False,,,3309,292,outputs/main/C1/SC_0265_17.json,True
SC_0265,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.009751,9,9,False,,,3309,292,outputs/main/C1/SC_0265_42.json,True
SC_0265,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.010198,9,9,False,,,3309,292,outputs/main/C1/SC_0265_91.json,True
SC_0292,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.014603,9,9,False,,,3726,290,outputs/main/C1/SC_0292_17.json,True
SC_0292,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.015143,9,9,False,,,3726,290,outputs/main/C1/SC_0292_42.json,True
SC_0292,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.015639,9,9,False,,,3726,290,outputs/main/C1/SC_0292_91.json,True
SC_0323,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.019456,5,5,False,,,1735,172,outputs/main/C1/SC_0323_17.json,True
SC_0323,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.019803,5,5,False,,,1735,172,outputs/main/C1/SC_0323_42.json,True
SC_0323,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.020159,5,5,False,,,1735,172,outputs/main/C1/SC_0323_91.json,True
SC_0353,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.023169,11,11,False,,,4492,346,outputs/main/C1/SC_0353_17.json,True
SC_0353,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.023735,11,11,False,,,4492,346,outputs/main/C1/SC_0353_42.json,True
SC_0353,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.024321,11,11,False,,,4492,346,outputs/main/C1/SC_0353_91.json,True
SC_0393,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.029711,10,10,False,,,3690,326,outputs/main/C1/SC_0393_17.json,True
SC_0393,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.030274,10,10,False,,,3690,326,outputs/main/C1/SC_0393_42.json,True
SC_0393,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.030827,10,10,False,,,3690,326,outputs/main/C1/SC_0393_91.json,True
SC_0404,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.035229,7,7,False,,,2719,237,outputs/main/C1/SC_0404_17.json,True
SC_0404,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.035621,7,7,False,,,2719,237,outputs/main/C1/SC_0404_42.json,True
SC_0404,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.036055,7,7,False,,,2719,237,outputs/main/C1/SC_0404_91.json,True
SC_0407,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.039757,11,11,False,,,4263,358,outputs/main/C1/SC_0407_17.json,True
SC_0407,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.040322,11,11,False,,,4263,358,outputs/main/C1/SC_0407_42.json,True
SC_0407,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.040883,11,11,False,,,4263,358,outputs/main/C1/SC_0407_91.json,True
SC_0409,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.045704,5,5,False,,,1934,171,outputs/main/C1/SC_0409_17.json,True
SC_0409,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.046114,5,5,False,,,1934,171,outputs/main/C1/SC_0409_42.json,True
SC_0409,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.046490,5,5,False,,,1934,171,outputs/main/C1/SC_0409_91.json,True
SC_0448,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.049678,11,11,False,,,3977,368,outputs/main/C1/SC_0448_17.json,True
SC_0448,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.050386,11,11,False,,,3977,368,outputs/main/C1/SC_0448_42.json,True
SC_0448,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.051003,11,11,False,,,3977,368,outputs/main/C1/SC_0448_91.json,True
SC_0487,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.055494,4,4,False,,,1416,149,outputs/main/C1/SC_0487_17.json,True
SC_0487,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.055835,4,4,False,,,1416,149,outputs/main/C1/SC_0487_42.json,True
SC_0487,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.056181,4,4,False,,,1416,149,outputs/main/C1/SC_0487_91.json,True
SC_0505,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.059308,11,11,False,,,4063,347,outputs/main/C1/SC_0505_17.json,True
SC_0505,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.059905,11,11,False,,,4063,347,outputs/main/C1/SC_0505_42.json,True
SC_0505,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.060464,11,11,False,,,4063,347,outputs/main/C1/SC_0505_91.json,True
SC_0527,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.065055,9,9,False,,,3304,289,outputs/main/C1/SC_0527_17.json,True
SC_0527,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.065498,9,9,False,,,3304,289,outputs/main/C1/SC_0527_42.json,True
SC_0527,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.065987,9,9,False,,,3304,289,outputs/main/C1/SC_0527_91.json,True
SC_0553,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.070231,10,10,False,,,3770,316,outputs/main/C1/SC_0553_17.json,True
SC_0553,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.070718,10,10,False,,,3770,316,outputs/main/C1/SC_0553_42.json,True
SC_0553,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.071206,10,10,False,,,3770,316,outputs/main/C1/SC_0553_91.json,True
SC_0557,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.075219,4,4,False,,,1520,146,outputs/main/C1/SC_0557_17.json,True
SC_0557,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.075517,4,4,False,,,1520,146,outputs/main/C1/SC_0557_42.json,True
SC_0557,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.075814,4,4,False,,,1520,146,outputs/main/C1/SC_0557_91.json,True
SC_0558,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.078510,8,8,True,E2,Turn 0: non-math content (movie),3157,277,outputs/main/C1/SC_0558_17.json,True
SC_0558,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.078803,8,8,True,E2,Turn 0: non-math content (movie),3157,277,outputs/main/C1/SC_0558_42.json,True
SC_0558,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.079094,8,8,True,E2,Turn 0: non-math content (movie),3157,277,outputs/main/C1/SC_0558_91.json,True
SC_0561,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.081948,11,11,False,,,4418,349,outputs/main/C1/SC_0561_17.json,True
SC_0561,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.082532,11,11,False,,,4418,349,outputs/main/C1/SC_0561_42.json,True
SC_0561,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.083406,11,11,False,,,4418,349,outputs/main/C1/SC_0561_91.json,True
SC_0570,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.088189,4,4,False,,,1672,148,outputs/main/C1/SC_0570_17.json,True
SC_0570,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.088723,4,4,False,,,1672,148,outputs/main/C1/SC_0570_42.json,True
SC_0570,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.089076,4,4,False,,,1672,148,outputs/main/C1/SC_0570_91.json,True
SC_0605,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.091869,6,6,False,,,2119,198,outputs/main/C1/SC_0605_17.json,True
SC_0605,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.092270,6,6,False,,,2119,198,outputs/main/C1/SC_0605_42.json,True
SC_0605,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.092651,6,6,False,,,2119,198,outputs/main/C1/SC_0605_91.json,True
SC_0688,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.095638,7,7,False,,,3031,236,outputs/main/C1/SC_0688_17.json,True
SC_0688,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.096067,7,7,False,,,3031,236,outputs/main/C1/SC_0688_42.json,True
SC_0688,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.096520,7,7,False,,,3031,236,outputs/main/C1/SC_0688_91.json,True
SC_0725,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.100194,4,4,False,,,1569,145,outputs/main/C1/SC_0725_17.json,True
SC_0725,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.100543,4,4,False,,,1569,145,outputs/main/C1/SC_0725_42.json,True
SC_0725,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.100881,4,4,False,,,1569,145,outputs/main/C1/SC_0725_91.json,True
SC_0736,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.103556,8,8,False,,,2840,247,outputs/main/C1/SC_0736_17.json,True
SC_0736,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.103987,8,8,False,,,2840,247,outputs/main/C1/SC_0736_42.json,True
SC_0736,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.104376,8,8,False,,,2840,247,outputs/main/C1/SC_0736_91.json,True
SC_0746,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.108049,11,11,False,,,4047,361,outputs/main/C1/SC_0746_17.json,True
SC_0746,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.108619,11,11,False,,,4047,361,outputs/main/C1/SC_0746_42.json,True
SC_0746,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.109261,11,11,False,,,4047,361,outputs/main/C1/SC_0746_91.json,True
SC_0795,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.113338,4,4,False,,,1506,151,outputs/main/C1/SC_0795_17.json,True
SC_0795,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.113684,4,4,False,,,1506,151,outputs/main/C1/SC_0795_42.json,True
SC_0795,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.114005,4,4,False,,,1506,151,outputs/main/C1/SC_0795_91.json,True
SC_0800,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.116856,5,5,False,,,1876,161,outputs/main/C1/SC_0800_17.json,True
SC_0800,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.117234,5,5,False,,,1876,161,outputs/main/C1/SC_0800_42.json,True
SC_0800,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.117589,5,5,False,,,1876,161,outputs/main/C1/SC_0800_91.json,True
SC_0809,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.120989,14,14,False,,,5375,435,outputs/main/C1/SC_0809_17.json,True
SC_0809,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.121693,14,14,False,,,5375,435,outputs/main/C1/SC_0809_42.json,True
SC_0809,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.122312,14,14,False,,,5375,435,outputs/main/C1/SC_0809_91.json,True
SC_0871,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.127820,4,4,False,,,1541,143,outputs/main/C1/SC_0871_17.json,True
SC_0871,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.128146,4,4,False,,,1541,143,outputs/main/C1/SC_0871_42.json,True
SC_0871,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.128447,4,4,False,,,1541,143,outputs/main/C1/SC_0871_91.json,True
SC_0900,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.131441,10,10,False,,,3578,331,outputs/main/C1/SC_0900_17.json,True
SC_0900,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.131939,10,10,False,,,3578,331,outputs/main/C1/SC_0900_42.json,True
SC_0900,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.132530,10,10,False,,,3578,331,outputs/main/C1/SC_0900_91.json,True
SC_0921,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.136714,6,6,False,,,2192,206,outputs/main/C1/SC_0921_17.json,True
SC_0921,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.137082,6,6,False,,,2192,206,outputs/main/C1/SC_0921_42.json,True
SC_0921,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.137482,6,6,False,,,2192,206,outputs/main/C1/SC_0921_91.json,True
SC_0946,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.141066,17,17,False,,,6445,526,outputs/main/C1/SC_0946_17.json,True
SC_0946,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.142217,17,17,False,,,6445,526,outputs/main/C1/SC_0946_42.json,True
SC_0946,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.142985,17,17,False,,,6445,526,outputs/main/C1/SC_0946_91.json,True
SC_0972,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.148668,6,6,False,,,2526,210,outputs/main/C1/SC_0972_17.json,True
SC_0972,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.149204,6,6,False,,,2526,210,outputs/main/C1/SC_0972_42.json,True
SC_0972,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.149690,6,6,False,,,2526,210,outputs/main/C1/SC_0972_91.json,True
SC_0996,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.152692,4,4,False,,,1453,147,outputs/main/C1/SC_0996_17.json,True
SC_0996,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.153025,4,4,False,,,1453,147,outputs/main/C1/SC_0996_42.json,True
SC_0996,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.153339,4,4,False,,,1453,147,outputs/main/C1/SC_0996_91.json,True
SC_1026,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.156124,15,15,False,,,5013,525,outputs/main/C1/SC_1026_17.json,True
SC_1026,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.156835,15,15,False,,,5013,525,outputs/main/C1/SC_1026_42.json,True
SC_1026,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.157535,15,15,False,,,5013,525,outputs/main/C1/SC_1026_91.json,True
SC_1030,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.163332,6,6,False,,,2332,207,outputs/main/C1/SC_1030_17.json,True
SC_1030,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.163699,6,6,False,,,2332,207,outputs/main/C1/SC_1030_42.json,True
SC_1030,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.164060,6,6,False,,,2332,207,outputs/main/C1/SC_1030_91.json,True
SC_1036,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.167246,4,4,False,,,1589,139,outputs/main/C1/SC_1036_17.json,True
SC_1036,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.167595,4,4,False,,,1589,139,outputs/main/C1/SC_1036_42.json,True
SC_1036,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.167907,4,4,False,,,1589,139,outputs/main/C1/SC_1036_91.json,True
SC_1082,C1,17,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.170668,10,10,False,,,3381,313,outputs/main/C1/SC_1082_17.json,True
SC_1082,C1,42,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.171154,10,10,False,,,3381,313,outputs/main/C1/SC_1082_42.json,True
SC_1082,C1,91,main,mock-model-v1,v1.0-mock,2026-05-15T08:20:07.171645,10,10,False,,,3381,313,outputs/main/C1/SC_1082_91.json,True
