scenario_id,condition,seed,phase,model_id,model_tag,prompt_version,generated_at,n_tutor_turns,n_learner_turns,exclusion_flag,exclusion_code,exclusion_reason,total_input_tokens,total_output_tokens,total_cost_usd,json_path
SC_1927,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T20:56:44.712389,4,4,False,,,3063,559,0.017574,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1927_42.json
SC_1927,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T20:56:57.293491,4,4,False,,,2974,542,0.017052,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1927_91.json
SC_1954,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T20:59:41.914376,6,6,False,,,4196,440,0.019188,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1954_17.json
SC_1954,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:00:02.489077,6,6,False,,,4282,456,0.019686,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1954_42.json
SC_1954,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:00:18.263950,6,6,False,,,4277,464,0.019791,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1954_91.json
SC_1959,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:03:46.698075,5,5,False,,,4324,633,0.022467,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1959_17.json
SC_1959,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:04:02.430239,5,5,False,,,4219,589,0.021492,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1959_42.json
SC_1959,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:04:19.557165,5,5,False,,,4427,654,0.023091,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1959_91.json
SC_1973,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:08:37.647639,10,10,False,,,13362,1239,0.058671,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1973_17.json
SC_1973,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:09:10.720464,10,10,False,,,13187,1229,0.057996,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1973_42.json
SC_1973,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:09:43.394579,10,10,False,,,12874,1196,0.056562,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1973_91.json
SC_1974,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:17:00.826471,9,9,True,E2,Turn 1: non-math content (war),9364,904,0.041652,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1974_17.json
SC_1974,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:17:30.715575,9,9,True,E2,Turn 5: non-math content (war),10190,1092,0.04695,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1974_42.json
SC_1974,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:18:00.664998,9,9,False,,,9797,990,0.044241,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1974_91.json
SC_1993,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:23:59.406830,6,6,False,,,4954,544,0.023022,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1993_17.json
SC_1993,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:24:15.950990,6,6,False,,,5142,583,0.024171,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1993_42.json
SC_1993,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:24:32.277684,6,6,False,,,5076,566,0.023718,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1993_91.json
SC_1994,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:28:26.029194,9,9,False,,,8826,842,0.039108,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1994_17.json
SC_1994,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:28:52.530629,9,9,False,,,8538,786,0.037404,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1994_42.json
SC_1994,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:29:22.890750,9,9,False,,,9096,911,0.040953,outputs/main/claude-sonnet-4-5-20250929/C1/SC_1994_91.json
SC_2029,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:35:26.661927,9,9,False,,,7752,623,0.032601,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2029_17.json
SC_2029,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:35:49.727327,9,9,False,,,8217,763,0.036096,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2029_42.json
SC_2029,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:36:13.687594,9,9,False,,,8033,748,0.035319,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2029_91.json
SC_2074,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:41:27.352587,6,6,False,,,4586,516,0.021498,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2074_17.json
SC_2074,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:41:42.533674,6,6,False,,,4575,519,0.02151,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2074_42.json
SC_2074,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:41:59.355064,6,6,False,,,4891,593,0.023568,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2074_91.json
SC_2108,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:44:35.154546,4,4,False,,,2845,449,0.01527,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2108_17.json
SC_2108,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:44:48.165081,4,4,False,,,2819,438,0.015027,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2108_42.json
SC_2108,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:45:00.727091,4,4,False,,,2876,472,0.015708,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2108_91.json
SC_2135,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:48:29.735046,7,7,False,,,6823,751,0.031734,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2135_17.json
SC_2135,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:49:12.810930,7,7,False,,,6706,706,0.030708,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2135_42.json
SC_2135,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:49:42.661846,7,7,False,,,6638,689,0.030249,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2135_91.json
SC_2147,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:55:55.053541,11,11,False,,,9994,966,0.044472,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2147_17.json
SC_2147,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:56:47.534673,11,11,False,,,10088,929,0.044199,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2147_42.json
SC_2147,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T21:57:28.541770,11,11,False,,,9146,787,0.039243,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2147_91.json
SC_2156,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:07:20.262640,6,6,False,,,6056,895,0.031593,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2156_17.json
SC_2156,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:07:41.812880,6,6,False,,,5666,761,0.028413,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2156_42.json
SC_2156,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:08:02.687531,6,6,False,,,5719,830,0.029607,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2156_91.json
SC_2202,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:13:06.239171,6,6,True,E2,Turn 3: non-math content (war),5390,673,0.026265,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2202_17.json
SC_2202,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:13:23.384433,6,6,True,E2,Turn 3: non-math content (war),5471,717,0.027168,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2202_42.json
SC_2202,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:13:42.457361,6,6,True,E2,Turn 3: non-math content (war),5593,780,0.028479,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2202_91.json
SC_2219,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:17:50.025190,8,8,False,,,7873,984,0.038379,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2219_17.json
SC_2219,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:18:20.008523,8,8,False,,,8215,1109,0.04128,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2219_42.json
SC_2219,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:18:51.164082,8,8,False,,,8356,1139,0.042153,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2219_91.json
SC_2231,C1,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:24:40.628274,7,7,False,,,5887,625,0.027036,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2231_17.json
SC_2231,C1,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:25:06.253192,7,7,False,,,5954,801,0.029877,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2231_42.json
SC_2231,C1,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T22:25:29.826522,7,7,False,,,6144,804,0.030492,outputs/main/claude-sonnet-4-5-20250929/C1/SC_2231_91.json
SC_0009,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:17:13.484237,11,11,False,,,13773,1170,0.058869,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0009_17.json
SC_0009,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:18:08.141879,11,11,False,,,13201,1044,0.055263,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0009_42.json
SC_0009,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:18:53.386789,11,11,False,,,14025,1202,0.060105,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0009_91.json
SC_0014,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:27:25.171138,5,5,False,,,3640,429,0.017355,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0014_17.json
SC_0014,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:27:43.288950,5,5,True,E2,Turn 3: non-math content (war),3699,450,0.017847,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0014_42.json
SC_0014,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:28:01.151011,5,5,False,,,3788,497,0.018819,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0014_91.json
SC_0040,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:32:42.370400,12,12,False,,,14196,1158,0.059958,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0040_17.json
SC_0040,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:33:21.036513,12,12,False,,,13990,1121,0.058785,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0040_42.json
SC_0040,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:34:05.313602,12,12,False,,,13812,1106,0.058026,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0040_91.json
SC_0046,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T01:42:03.570281,8,8,False,,,6993,676,0.031119,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0046_17.json
SC_0046,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:40:01.540436,8,8,False,,,6804,610,0.029562,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0046_42.json
SC_0046,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:40:27.628631,8,8,False,,,6938,661,0.030729,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0046_91.json
SC_0072,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:44:50.860750,5,5,False,,,4846,622,0.023868,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0072_17.json
SC_0072,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:45:10.968755,5,5,False,,,4860,555,0.022905,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0072_42.json
SC_0072,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:45:30.407349,5,5,False,,,4856,643,0.024213,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0072_91.json
SC_0097,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:51:14.084878,14,14,False,,,13686,721,0.051873,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0097_17.json
SC_0097,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:51:52.761344,14,14,False,,,13889,748,0.052887,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0097_42.json
SC_0097,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T02:54:51.531660,14,14,True,E1,≥2 empty/short turns in dialogue,9159,588,0.036297,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0097_91.json
SC_0123,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T03:38:56.034142,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0123_17.json
SC_0123,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T03:41:58.017331,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0123_42.json
SC_0123,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T03:45:00.008204,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0123_91.json
SC_0132,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T01:53:23.463434,8,8,False,,,7917,677,0.033906,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0132_17.json
SC_0132,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T04:12:20.672339,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0132_42.json
SC_0132,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T04:15:23.226707,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0132_91.json
SC_0157,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T04:35:07.974153,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0157_17.json
SC_0157,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T04:37:01.868305,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0157_42.json
SC_0157,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T04:38:55.657220,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0157_91.json
SC_0192,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T05:00:55.578921,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0192_17.json
SC_0192,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T05:03:36.016957,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0192_42.json
SC_0192,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T05:06:15.902302,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0192_91.json
SC_0195,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T05:28:15.597695,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0195_17.json
SC_0195,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T05:29:46.691894,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0195_42.json
SC_0195,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T05:31:17.779343,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0195_91.json
SC_0222,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T06:06:15.403426,17,17,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0222_17.json
SC_0222,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T06:12:43.907668,17,17,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0222_42.json
SC_0222,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T06:19:10.450708,17,17,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0222_91.json
SC_0243,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T07:14:35.442397,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0243_17.json
SC_0243,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T07:18:46.521415,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0243_42.json
SC_0243,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T07:22:57.452942,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0243_91.json
SC_0265,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T08:01:43.689061,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0265_17.json
SC_0265,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T08:05:08.548913,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0265_42.json
SC_0265,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T08:08:33.584049,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0265_91.json
SC_0292,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T08:42:45.956016,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0292_17.json
SC_0292,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T08:46:10.386919,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0292_42.json
SC_0292,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T08:49:35.409619,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0292_91.json
SC_0323,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T09:17:40.186011,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0323_17.json
SC_0323,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T09:19:34.477283,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0323_42.json
SC_0323,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T09:21:27.624678,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0323_91.json
SC_0353,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T09:49:33.410733,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0353_17.json
SC_0353,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T09:53:44.136017,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0353_42.json
SC_0353,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T09:57:55.087131,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0353_91.json
SC_0393,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T01:55:51.442317,10,10,True,E2,Turn 1: non-math content (war),11835,1130,0.052455,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0393_17.json
SC_0393,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T10:34:21.064002,10,10,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0393_42.json
SC_0393,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T10:38:08.752612,10,10,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0393_91.json
SC_0404,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T01:45:41.033926,7,7,False,,,7038,755,0.032439,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0404_17.json
SC_0404,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T11:01:19.626808,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0404_42.json
SC_0404,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T11:03:59.081274,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0404_91.json
SC_0407,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T11:31:19.591190,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0407_17.json
SC_0407,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T11:35:31.028920,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0407_42.json
SC_0407,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T11:39:42.795922,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0407_91.json
SC_0409,C2,17,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T12:12:23.934274,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0409_17.json
SC_0409,C2,42,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T12:14:16.506797,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0409_42.json
SC_0409,C2,91,main,claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,v1.0,2026-05-16T12:16:11.042888,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/claude-sonnet-4-5-20250929/C2/SC_0409_91.json
